order,mod,packageId,defName,label,techLevel,baseCost,techprints,tab,bench,facilities,prerequisites,file
30,Vanilla Factions Expanded - Pirates,oskarpotocki.vfe.pirates,VFEP_SpecialisedWarcaskets,specialised warcaskets,Industrial,5000,0,VanillaExpanded,HiTechResearchBench,,VFEP_AdvancedWarcaskets,1.6\Defs\ResearchProjectDefs\ResearchProjects_Various.xml
30,Vanilla Factions Expanded - Pirates,oskarpotocki.vfe.pirates,VFEP_SpacerWarcaskets,spacer warcaskets,Spacer,6000,0,VanillaExpanded,HiTechResearchBench,,VFEP_SpecialisedWarcaskets,1.6\Defs\ResearchProjectDefs\ResearchProjects_Various.xml
30,Vanilla Factions Expanded - Pirates,oskarpotocki.vfe.pirates,VFEP_WarcasketRemoval,warcasket removal,Industrial,6000,0,VanillaExpanded,HiTechResearchBench,,VFEP_SpecialisedWarcaskets,1.6\Defs\ResearchProjectDefs\ResearchProjects_Various.xml
30,Vanilla Factions Expanded - Pirates,oskarpotocki.vfe.pirates,VFEP_WarcasketWeaponry,warcasket weaponry,Industrial,2000,0,VanillaExpanded,HiTechResearchBench,,MultibarrelWeapons,1.6\Defs\ResearchProjectDefs\ResearchProjects_Various.xml
30,Vanilla Factions Expanded - Pirates,oskarpotocki.vfe.pirates,VFEP_SpacerWarcasketWeaponry,spacer warcasket weaponry,Spacer,3000,0,VanillaExpanded,HiTechResearchBench,,VFEP_WarcasketWeaponry,1.6\Defs\ResearchProjectDefs\ResearchProjects_Various.xml
30,Vanilla Factions Expanded - Pirates,oskarpotocki.vfe.pirates,VFEP_SweatFermentation,sweat fermentation,Industrial,1000,0,VanillaExpanded,,,DrugProduction;NutrientPaste,1.6\Defs\ResearchProjectDefs\ResearchProjects_Various.xml
33,Vanilla Vehicles Expanded,oskarpotocki.vanillavehiclesexpanded,VVE_BasicVehicles,basic vehicles,Industrial,1000,0,Vehicles,,,BiofuelRefining,1.6\Defs\ResearchProjectDefs\ResearchProjects_Various.xml
33,Vanilla Vehicles Expanded,oskarpotocki.vanillavehiclesexpanded,VVE_ComplexVehicles,complex vehicles,Industrial,1500,0,Vehicles,,,VVE_BasicVehicles;Fabrication,1.6\Defs\ResearchProjectDefs\ResearchProjects_Various.xml
33,Vanilla Vehicles Expanded,oskarpotocki.vanillavehiclesexpanded,VVE_AerialVehicles,aerial vehicles,Industrial,1500,0,Vehicles,,,VVE_BasicVehicles;Fabrication,1.6\Defs\ResearchProjectDefs\ResearchProjects_Various.xml
33,Vanilla Vehicles Expanded,oskarpotocki.vanillavehiclesexpanded,VVE_CombatVehicles,combat vehicles,Industrial,1500,0,Vehicles,,,VVE_BasicVehicles;Fabrication,1.6\Defs\ResearchProjectDefs\ResearchProjects_Various.xml
34,Vanilla Weapons Expanded - Non-Lethal,vanillaexpanded.vwenl,VWE_NonLethal,non-lethal weapons,Industrial,1400,0,VanillaExpanded,,,Gunsmithing,1.6\Defs\ResearchProjectDefs\ResearchProjects.xml
40,Ushankas Glittertech Expansion,ushanka.glittertechexpansion,USH_GlittertechFabrication,Glittertech fabrication,Ultra,4000,0,USH_GlittertechExpansion,HiTechResearchBench,MultiAnalyzer,AdvancedFabrication,1.6\Defs\ResearchProjects\ResearchProjects.xml
40,Ushankas Glittertech Expansion,ushanka.glittertechexpansion,USH_LightGlitterpanelsRes,Light glitterpanels,Ultra,2500,0,USH_GlittertechExpansion,HiTechResearchBench,MultiAnalyzer,USH_GlittertechFabrication,1.6\Defs\ResearchProjects\ResearchProjects.xml
40,Ushankas Glittertech Expansion,ushanka.glittertechexpansion,USH_GlittertechUtilitiesRes,Glittertech utilities,Ultra,4000,0,USH_GlittertechExpansion,HiTechResearchBench,MultiAnalyzer,USH_GlittertechFabrication,1.6\Defs\ResearchProjects\ResearchProjects.xml
40,Ushankas Glittertech Expansion,ushanka.glittertechexpansion,USH_DarkGlitterpanelsRes,Dark glitterpanels,Ultra,3500,0,USH_GlittertechExpansion,HiTechResearchBench,MultiAnalyzer,USH_GlittertechFabrication,1.6\Defs\ResearchProjects\ResearchProjects.xml
40,Ushankas Glittertech Expansion,ushanka.glittertechexpansion,USH_TelepadRes,Ways of translocation,Ultra,3000,0,USH_GlittertechExpansion,HiTechResearchBench,USH_ResearchProbe,USH_GlittertechUtilitiesRes,1.6\Defs\ResearchProjects\ResearchProjects.xml
40,Ushankas Glittertech Expansion,ushanka.glittertechexpansion,USH_MolecularDisassemblerRes,Nanotech precision,Ultra,4000,0,USH_GlittertechExpansion,HiTechResearchBench,USH_ResearchProbe,USH_GlittertechUtilitiesRes,1.6\Defs\ResearchProjects\ResearchProjects.xml
40,Ushankas Glittertech Expansion,ushanka.glittertechexpansion,USH_HeavyGlittertechRes,Heavy glittertech,Ultra,8000,0,USH_GlittertechExpansion,HiTechResearchBench,USH_ResearchProbe,USH_TelepadRes;USH_MolecularDisassemblerRes,1.6\Defs\ResearchProjects\ResearchProjects.xml
40,Ushankas Glittertech Expansion,ushanka.glittertechexpansion,USH_GlittertechAlchemyRes,Glitterworld alchemy,Ultra,2500,0,USH_GlittertechExpansion,HiTechResearchBench,USH_ResearchProbe,USH_GlittertechUtilitiesRes,1.6\Defs\ResearchProjects\ResearchProjects.xml
40,Ushankas Glittertech Expansion,ushanka.glittertechexpansion,USH_NeuromodifiersBasicsRes,Neuromodifiers basics,Ultra,3000,0,USH_GlittertechExpansion,HiTechResearchBench,USH_ResearchProbe,USH_GlittertechUtilitiesRes,1.6\Defs\ResearchProjects\ResearchProjects.xml
40,Ushankas Glittertech Expansion,ushanka.glittertechexpansion,USH_DeepMindScanningRes,Deep mind scanning,Ultra,6000,0,USH_GlittertechExpansion,HiTechResearchBench,USH_ResearchProbe,USH_GlittertechAlchemyRes;USH_NeuromodifiersBasicsRes,1.6\Defs\ResearchProjects\ResearchProjects.xml
40,Ushankas Glittertech Expansion,ushanka.glittertechexpansion,USH_TeethRes,Teeth replacements,Ultra,2500,0,USH_GlittertechExpansion,HiTechResearchBench,USH_ResearchProbe,Bionics;USH_NeuromodifiersBasicsRes,1.6\Defs\ResearchProjects\ResearchProjects.xml
40,Ushankas Glittertech Expansion,ushanka.glittertechexpansion,USH_OverclockRes,Firearms overclocking,Ultra,5000,0,USH_GlittertechExpansion,HiTechResearchBench,USH_ResearchProbe,USH_NeuromodifiersBasicsRes,1.6\Defs\ResearchProjects\ResearchProjects.xml
40,Ushankas Glittertech Expansion,ushanka.glittertechexpansion,USH_SkinRes,Glitterworld ascension,Ultra,7000,0,USH_GlittertechExpansion,HiTechResearchBench,USH_ResearchProbe,USH_TeethRes;USH_OverclockRes,1.6\Defs\ResearchProjects\ResearchProjects.xml
40,Ushankas Glittertech Expansion,ushanka.glittertechexpansion,USH_CombatSkilltrainersRes,Combat skilltrainers,Ultra,4500,0,USH_GlittertechExpansion,HiTechResearchBench,USH_ResearchProbe,USH_DeepMindScanningRes,1.6\Defs\ResearchProjects\ResearchProjects.xml
40,Ushankas Glittertech Expansion,ushanka.glittertechexpansion,USH_EngineeringSkilltrainersRes,Engineering skilltrainers,Ultra,4000,0,USH_GlittertechExpansion,HiTechResearchBench,USH_ResearchProbe,USH_DeepMindScanningRes,1.6\Defs\ResearchProjects\ResearchProjects.xml
40,Ushankas Glittertech Expansion,ushanka.glittertechexpansion,USH_IntellectualSkilltrainersRes,Intellectual skilltrainers,Ultra,4000,0,USH_GlittertechExpansion,HiTechResearchBench,USH_ResearchProbe,USH_DeepMindScanningRes,1.6\Defs\ResearchProjects\ResearchProjects.xml
40,Ushankas Glittertech Expansion,ushanka.glittertechexpansion,USH_SurvivalSkilltrainersRes,Survival skilltrainers,Ultra,3500,0,USH_GlittertechExpansion,HiTechResearchBench,USH_ResearchProbe,USH_DeepMindScanningRes,1.6\Defs\ResearchProjects\ResearchProjects.xml
40,Ushankas Glittertech Expansion,ushanka.glittertechexpansion,USH_ResurrectorRes,glitterworld rebirth protocol,Ultra,12500,0,USH_GlittertechExpansion,HiTechResearchBench,USH_ResearchProbe,USH_CombatSkilltrainersRes;USH_EngineeringSkilltrainersRes;USH_IntellectualSkilltrainersRes;USH_SurvivalSkilltrainersRes,1.6\Defs\ResearchProjects\ResearchProjects.xml
41,TechBlock,fridgebaron.techblock,TB_NeolithicTechLock,Animal Understanding,Animal,10000,0,TB_Levels,,,,1.6\Defs\ResearchProjectDef\TechLocks.xml
41,TechBlock,fridgebaron.techblock,TB_NeolithicTheory,Neolithic Theory,Neolithic,10000,0,TB_Levels,,,TB_NeolithicTechLock,1.6\Defs\ResearchProjectDef\TechLocks.xml
41,TechBlock,fridgebaron.techblock,TB_MedievalTechLock,Neolithic Understanding,Neolithic,10000,0,TB_Levels,,,TB_NeolithicTheory,1.6\Defs\ResearchProjectDef\TechLocks.xml
41,TechBlock,fridgebaron.techblock,TB_MedievalTheory,Medieval Theory,Medieval,10000,0,TB_Levels,,,TB_MedievalTechLock,1.6\Defs\ResearchProjectDef\TechLocks.xml
41,TechBlock,fridgebaron.techblock,TB_IndustrialTechLock,Medieval Understanding,Medieval,100000,0,TB_Levels,,,TB_MedievalTheory,1.6\Defs\ResearchProjectDef\TechLocks.xml
41,TechBlock,fridgebaron.techblock,TB_IndustrialTheory,Industrial Theory,Industrial,100000,0,TB_Levels,,,TB_IndustrialTechLock,1.6\Defs\ResearchProjectDef\TechLocks.xml
41,TechBlock,fridgebaron.techblock,TB_SpacerTechLock,Industrial Understanding,Industrial,100000,0,TB_Levels,HiTechResearchBench,MultiAnalyzer,TB_IndustrialTheory,1.6\Defs\ResearchProjectDef\TechLocks.xml
41,TechBlock,fridgebaron.techblock,TB_SpacerTheory,Spacer Theory,Spacer,100000,0,TB_Levels,HiTechResearchBench,MultiAnalyzer,TB_SpacerTechLock,1.6\Defs\ResearchProjectDef\TechLocks.xml
41,TechBlock,fridgebaron.techblock,TB_UltraTechLock,Spacer Understanding,Spacer,100000,0,TB_Levels,HiTechResearchBench,MultiAnalyzer,TB_SpacerTheory,1.6\Defs\ResearchProjectDef\TechLocks.xml
41,TechBlock,fridgebaron.techblock,TB_UltraTheory,Ultra Theory,Ultra,100000,0,TB_Levels,HiTechResearchBench,MultiAnalyzer,TB_UltraTechLock,1.6\Defs\ResearchProjectDef\TechLocks.xml
41,TechBlock,fridgebaron.techblock,TB_ArchoTechLock,Ultra Understanding,Ultra,100000,0,TB_Levels,HiTechResearchBench,MultiAnalyzer,TB_UltraTheory,1.6\Defs\ResearchProjectDef\TechLocks.xml
41,TechBlock,fridgebaron.techblock,TB_ArchoTheory,Archotech Theory,Archotech,100000,0,TB_Levels,HiTechResearchBench,MultiAnalyzer,TB_ArchoTechLock,1.6\Defs\ResearchProjectDef\TechLocks.xml
45,Vanilla Gravship Expanded - Chapter 1,vanillaexpanded.gravship,VGE_GravshipWeaponry,gravship weaponry,Spacer,400,0,VGE_Gravtech,,,StandardGravtech,1.6\Defs\ResearchProjectDefs\ResearchProjects.xml
45,Vanilla Gravship Expanded - Chapter 1,vanillaexpanded.gravship,VGE_CompactWorkspaces,compact workspaces,Spacer,400,0,VGE_Gravtech,,,StandardGravtech,1.6\Defs\ResearchProjectDefs\ResearchProjects.xml
45,Vanilla Gravship Expanded - Chapter 1,vanillaexpanded.gravship,VGE_OxygenNetwork,oxygen network,Spacer,100,0,VGE_Gravtech,,,BasicGravtech,1.6\Defs\ResearchProjectDefs\ResearchProjects.xml
45,Vanilla Gravship Expanded - Chapter 1,vanillaexpanded.gravship,VGE_AstrofuelRefining,astrofuel refining,Spacer,400,0,VGE_Gravtech,,,StandardGravtech,1.6\Defs\ResearchProjectDefs\ResearchProjects.xml
45,Vanilla Gravship Expanded - Chapter 1,vanillaexpanded.gravship,VGE_GravshipPower,gravship power,Spacer,100,0,VGE_Gravtech,,,BasicGravtech,1.6\Defs\ResearchProjectDefs\ResearchProjects.xml
45,Vanilla Gravship Expanded - Chapter 1,vanillaexpanded.gravship,VGE_HeatDissipation,heat dissipation,Spacer,400,0,VGE_Gravtech,,,StandardGravtech,1.6\Defs\ResearchProjectDefs\ResearchProjects.xml
45,Vanilla Gravship Expanded - Chapter 1,vanillaexpanded.gravship,VGE_GravshipLiving,gravship living,Spacer,100,0,VGE_Gravtech,,,BasicGravtech,1.6\Defs\ResearchProjectDefs\ResearchProjects.xml
46,GravTech,als.gravtech,GravEngineBuild,grav engine technologies,Spacer,3000,1,Main,HiTechResearchBench,MultiAnalyzer,AdvancedGravtech;ShipBasics,1.6\Defs\Research_GT.xml
46,GravTech,als.gravtech,GravForge,grav forge,Ultra,4000,1,Main,HiTechResearchBench,MultiAnalyzer,AdvancedGravtech;AdvancedFabrication,1.6\Defs\Research_GT.xml
46,GravTech,als.gravtech,GravWeapon,grav weapon,Ultra,3500,0,Main,HiTechResearchBench,MultiAnalyzer,GravForge;ChargedShot,1.6\Defs\Research_GT.xml
46,GravTech,als.gravtech,GravTuning,precise grav tuning,Ultra,4000,0,Main,HiTechResearchBench,MultiAnalyzer,GravForge,1.6\Defs\Research_GT.xml
46,GravTech,als.gravtech,AdvShipParts,advanced ship parts,Ultra,3500,0,Main,HiTechResearchBench,MultiAnalyzer,ShipComputerCore;GravEngineBuild,1.6\Defs\Research_GT.xml
46,GravTech,als.gravtech,GravBionics,grav bionics,Ultra,3000,0,Main,HiTechResearchBench,MultiAnalyzer,GravTuning;Bionics,1.6\Defs\Research_GT.xml
46,GravTech,als.gravtech,BlackHole_GT,taming a Black Hole,Ultra,6000,3,Main,HiTechResearchBench,MultiAnalyzer,GravTuning;ShipReactor,1.6\Defs\Research_GT.xml
47,Alpha Mechs,sarg.alphamechs,AM_WorkerStandardMechtech,light alpha mechs,Industrial,100,0,AM_AlphaMechs,,,BasicMechtech,1.6\Mods\Biotech\Defs\ResearchProjectDefs\ResearchProjects_Mechanitor.xml
47,Alpha Mechs,sarg.alphamechs,AM_StandardMechtech,standard alpha mechs,Industrial,500,0,AM_AlphaMechs,,,StandardMechtech;AM_WorkerStandardMechtech,1.6\Mods\Biotech\Defs\ResearchProjectDefs\ResearchProjects_Mechanitor.xml
47,Alpha Mechs,sarg.alphamechs,AM_HeavyMechtech,heavy alpha mechs,Industrial,1000,0,AM_AlphaMechs,,,HighMechtech;AM_StandardMechtech,1.6\Mods\Biotech\Defs\ResearchProjectDefs\ResearchProjects_Mechanitor.xml
47,Alpha Mechs,sarg.alphamechs,AM_UltraHeavyMechtech,ultra-heavy alpha mechs,Ultra,2500,0,AM_AlphaMechs,,,UltraMechtech;AM_HeavyMechtech,1.6\Mods\Biotech\Defs\ResearchProjectDefs\ResearchProjects_Mechanitor.xml
47,Alpha Mechs,sarg.alphamechs,AM_MechanoidBeamcasting,mechanoid beamcasting,Ultra,500,0,AM_AlphaMechs,,,UltraMechtech,1.6\Mods\Biotech\Defs\ResearchProjectDefs\ResearchProjects_Mechanitor.xml
47,Alpha Mechs,sarg.alphamechs,AM_VoidLinkConnectivity,voidlink connectivity,Ultra,500,0,AM_AlphaMechs,,,AM_MechanoidBeamcasting,1.6\Mods\Biotech\Defs\ResearchProjectDefs\ResearchProjects_Mechanitor.xml
47,Alpha Mechs,sarg.alphamechs,AM_QuantumPulseMessaging,quantum pulse messaging,Ultra,500,0,AM_AlphaMechs,,,AM_VoidLinkConnectivity,1.6\Mods\Biotech\Defs\ResearchProjectDefs\ResearchProjects_Mechanitor.xml
47,Alpha Mechs,sarg.alphamechs,AM_Cryptoharmonization,crypto-harmonization,Ultra,500,0,AM_AlphaMechs,,,AM_QuantumPulseMessaging,1.6\Mods\Biotech\Defs\ResearchProjectDefs\ResearchProjects_Mechanitor.xml
48,Vanilla Furniture Expanded - Spacer Module,vanillaexpanded.vfespacer,SpacerFurniture,spacer furniture,Spacer,1500,0,VanillaExpanded,HiTechResearchBench,MultiAnalyzer,MultiAnalyzer;MF_ModernFurniture,1.6\Defs\ResearchDefs\ResearchProjects.xml
48,Vanilla Furniture Expanded - Spacer Module,vanillaexpanded.vfespacer,SpacerElectronics,spacer electronics,Spacer,2000,0,VanillaExpanded,HiTechResearchBench,MultiAnalyzer,MultiAnalyzer;FlatscreenTelevision,1.6\Defs\ResearchDefs\ResearchProjects.xml
50,Biotech for Gravship,als.biotechgravship,GravBiotech,cosmic biotech,Spacer,2500,0,Main,HiTechResearchBench,,StandardGravtech,1.6\Defs\Research_BfG.xml
50,Biotech for Gravship,als.biotechgravship,GravDeathrest,cosmic deathrest,Spacer,1200,0,Main,HiTechResearchBench,,StandardGravtech;Deathrest,1.6\Defs\Research_BfG.xml
52,Vanilla Factions Expanded - Classical,oskarpotocki.vfe.classical,VFEC_Togas,togas,Neolithic,1200,0,VanillaExpanded,,,,1.6\Defs\ResearchProjectDefs\ResearchProjects_CentralRepublic.xml
52,Vanilla Factions Expanded - Classical,oskarpotocki.vfe.classical,VFEC_TemperatureControl,temperature control,Neolithic,1200,0,VanillaExpanded,,,,1.6\Defs\ResearchProjectDefs\ResearchProjects_CentralRepublic.xml
52,Vanilla Factions Expanded - Classical,oskarpotocki.vfe.classical,VFEC_MeatDrying,meat drying,Neolithic,1200,0,VanillaExpanded,,,,1.6\Defs\ResearchProjectDefs\ResearchProjects_CentralRepublic.xml
52,Vanilla Factions Expanded - Classical,oskarpotocki.vfe.classical,VFEC_Mosaics,mosaics,Neolithic,1200,0,VanillaExpanded,,,,1.6\Defs\ResearchProjectDefs\ResearchProjects_CentralRepublic.xml
52,Vanilla Factions Expanded - Classical,oskarpotocki.vfe.classical,VFEC_Thermaebath,thermaebath,Neolithic,1200,0,VanillaExpanded,,,,1.6\Defs\ResearchProjectDefs\ResearchProjects_CentralRepublic.xml
52,Vanilla Factions Expanded - Classical,oskarpotocki.vfe.classical,VFEC_DramaAndComedy,drama and comedy,Neolithic,1200,0,VanillaExpanded,,,,1.6\Defs\ResearchProjectDefs\ResearchProjects_CentralRepublic.xml
52,Vanilla Factions Expanded - Classical,oskarpotocki.vfe.classical,VFEC_BronzeWorking,bronze working,Neolithic,1200,0,VanillaExpanded,,,,1.6\Defs\ResearchProjectDefs\ResearchProjects_EasternRepublic.xml
52,Vanilla Factions Expanded - Classical,oskarpotocki.vfe.classical,VFEC_CraftingBench,crafting bench,Neolithic,1200,0,VanillaExpanded,,,,1.6\Defs\ResearchProjectDefs\ResearchProjects_EasternRepublic.xml
52,Vanilla Factions Expanded - Classical,oskarpotocki.vfe.classical,VFEC_CementMaking,cement making,Neolithic,1200,0,VanillaExpanded,,,,1.6\Defs\ResearchProjectDefs\ResearchProjects_EasternRepublic.xml
52,Vanilla Factions Expanded - Classical,oskarpotocki.vfe.classical,VFEC_WoodfiredCrematorium,wood-fired crematorium,Neolithic,1200,0,VanillaExpanded,,,,1.6\Defs\ResearchProjectDefs\ResearchProjects_EasternRepublic.xml
52,Vanilla Factions Expanded - Classical,oskarpotocki.vfe.classical,VFEC_TyrianProduction,tyrian production,Neolithic,1200,0,VanillaExpanded,,,,1.6\Defs\ResearchProjectDefs\ResearchProjects_EasternRepublic.xml
52,Vanilla Factions Expanded - Classical,oskarpotocki.vfe.classical,VFEC_RoadBuilding,road building,Neolithic,1200,0,VanillaExpanded,,,,1.6\Defs\ResearchProjectDefs\ResearchProjects_EasternRepublic.xml
52,Vanilla Factions Expanded - Classical,oskarpotocki.vfe.classical,VFEC_HeavyShieldMaking,heavy shield making,Neolithic,1200,0,VanillaExpanded,,,,1.6\Defs\ResearchProjectDefs\ResearchProjects_WesternRepublic.xml
52,Vanilla Factions Expanded - Classical,oskarpotocki.vfe.classical,VFEC_LegionaryArmaments,legionary armaments,Neolithic,1200,0,VanillaExpanded,,,,1.6\Defs\ResearchProjectDefs\ResearchProjects_WesternRepublic.xml
52,Vanilla Factions Expanded - Classical,oskarpotocki.vfe.classical,VFEC_LegionnaireArmor,legionary armor,Neolithic,1200,0,VanillaExpanded,,,,1.6\Defs\ResearchProjectDefs\ResearchProjects_WesternRepublic.xml
52,Vanilla Factions Expanded - Classical,oskarpotocki.vfe.classical,VFEC_CenturionArmor,centurion armor,Neolithic,1200,0,VanillaExpanded,,,,1.6\Defs\ResearchProjectDefs\ResearchProjects_WesternRepublic.xml
52,Vanilla Factions Expanded - Classical,oskarpotocki.vfe.classical,VFEC_Scorpion,scorpion,Neolithic,1200,0,VanillaExpanded,,,,1.6\Defs\ResearchProjectDefs\ResearchProjects_WesternRepublic.xml
52,Vanilla Factions Expanded - Classical,oskarpotocki.vfe.classical,VFEC_Beacons,beacons,Neolithic,1200,0,VanillaExpanded,,,,1.6\Defs\ResearchProjectDefs\ResearchProjects_WesternRepublic.xml
53,Vanilla Factions Expanded - Medieval 2,oskarpotocki.vfe.medieval2,VFEM2_Beekeeping,beekeeping,Medieval,500,0,VanillaExpanded,,,Pemmican,1.6\Defs\ResearchProjectDefs\ResearchProjects_Various.xml
53,Vanilla Factions Expanded - Medieval 2,oskarpotocki.vfe.medieval2,VFEM2_Wine,wine,Medieval,600,0,VanillaExpanded,,,,1.6\Defs\ResearchProjectDefs\ResearchProjects_Various.xml
53,Vanilla Factions Expanded - Medieval 2,oskarpotocki.vfe.medieval2,VFEM2_Alchemy,alchemy,Medieval,1500,0,VanillaExpanded,,,PsychoidBrewing,1.6\Defs\ResearchProjectDefs\ResearchProjects_Various.xml
53,Vanilla Factions Expanded - Medieval 2,oskarpotocki.vfe.medieval2,VFEM2_MedievalArchitecture,medieval architecture,Medieval,1200,0,VanillaExpanded,,,Stonecutting,1.6\Defs\ResearchProjectDefs\ResearchProjects_Various.xml
53,Vanilla Factions Expanded - Medieval 2,oskarpotocki.vfe.medieval2,VFEM2_ComplexWorkshops,complex workshops,Medieval,1800,0,VanillaExpanded,,,ComplexFurniture,1.6\Defs\ResearchProjectDefs\ResearchProjects_Various.xml
53,Vanilla Factions Expanded - Medieval 2,oskarpotocki.vfe.medieval2,VFEM2_Matchlocks,matchlocks,Medieval,600,0,VanillaExpanded,,,Smithing,1.6\Defs\ResearchProjectDefs\ResearchProjects_Various.xml
53,Vanilla Factions Expanded - Medieval 2,oskarpotocki.vfe.medieval2,VFEM2_Heraldry,heraldry,Medieval,1200,0,VanillaExpanded,,,VFEM2_MedievalArchitecture,1.6\Defs\ResearchProjectDefs\ResearchProjects_Various.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_Lumber,Basic woodworking,Neolithic,200,0,DankPyon_MedievalResearchTab,,,,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_RusticFurniture,Rustic furniture,Medieval,300,0,DankPyon_MedievalResearchTab,,,DankPyon_Lumber,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_RoyalRusticFurniture,Royal architecture,Medieval,900,0,DankPyon_MedievalResearchTab,,,ComplexFurniture,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_RusticStorage,Rustic storage,Medieval,400,0,DankPyon_MedievalResearchTab,,,DankPyon_RusticFurniture,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_Presser,presser,Medieval,600,0,DankPyon_MedievalResearchTab,,,DankPyon_RusticFurniture,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_CarrierBirds,carrier birds,Medieval,600,0,DankPyon_MedievalResearchTab,,,DankPyon_RusticFurniture,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_Exploration,exploration,Medieval,1800,0,DankPyon_MedievalResearchTab,,,DankPyon_CarrierBirds;Stonecutting,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_LeatherTanning,leather tanning,Neolithic,600,0,DankPyon_MedievalResearchTab,,,,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_TextileSpinning,textile spinning,Medieval,600,0,DankPyon_MedievalResearchTab,,,DankPyon_RusticFurniture,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_Silk,silk,Medieval,600,0,DankPyon_MedievalResearchTab,,,DankPyon_TextileSpinning,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_CandleMaking,candle making,Neolithic,300,0,DankPyon_MedievalResearchTab,,,,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_Jewelry,jewelry,Medieval,600,0,DankPyon_MedievalResearchTab,,,Smithing,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_Engineering,engineering,Medieval,1000,0,DankPyon_MedievalResearchTab,,,Smithing,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_Mining,mining,Medieval,1000,0,DankPyon_MedievalResearchTab,DankPyon_AdvancedResearchBench,,DankPyon_Engineering,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_Windmill,windmill,Medieval,400,0,DankPyon_MedievalResearchTab,DankPyon_AdvancedResearchBench,,DankPyon_Engineering,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_Watermill,watermill,Medieval,400,0,DankPyon_MedievalResearchTab,DankPyon_AdvancedResearchBench,,DankPyon_Engineering,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_Crossbow,crossbow,Medieval,400,0,DankPyon_MedievalResearchTab,,,Smithing,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_HeavyCrossbow,arbalest,Medieval,700,0,DankPyon_MedievalResearchTab,,,DankPyon_Crossbow,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_Ballista,ballista,Medieval,1000,0,DankPyon_MedievalResearchTab,DankPyon_AdvancedResearchBench,,DankPyon_Crossbow;DankPyon_Engineering,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_Trebuchet,trebuchet,Medieval,1000,0,DankPyon_MedievalResearchTab,DankPyon_AdvancedResearchBench,,DankPyon_Engineering,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_RepeaterBallista,ballista repeater,Medieval,2500,0,DankPyon_MedievalResearchTab,DankPyon_AdvancedResearchBench,,DankPyon_Ballista,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_Alchemy,alchemy,Medieval,1000,0,DankPyon_MedievalResearchTab,,,,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_Steel,Steel,Medieval,2000,0,DankPyon_MedievalResearchTab,,,DankPyon_Alchemy,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
