order,mod,packageId,defName,label,kind,techLevel,marketValue,parent,categories,research,file
6,Odyssey,ludeon.rimworld.odyssey,EggBluebirdUnfertilized,bluebird egg (unfert.),food/drug,(none),7.0,EggBirdUnfertBase,EggsUnfertilized,,Defs\ThingDefs_Items\Items_Resource_AnimalProduct.xml
6,Odyssey,ludeon.rimworld.odyssey,EggQuailFertilized,quail egg (fert.),food/drug,(none),11.0,EggBirdFertBase,EggsFertilized,,Defs\ThingDefs_Items\Items_Resource_AnimalProduct.xml
6,Odyssey,ludeon.rimworld.odyssey,EggQuailUnfertilized,quail egg (unfert.),food/drug,(none),7.0,EggBirdUnfertBase,EggsUnfertilized,,Defs\ThingDefs_Items\Items_Resource_AnimalProduct.xml
6,Odyssey,ludeon.rimworld.odyssey,EggMacawFertilized,macaw egg (fert.),food/drug,(none),11.0,EggBirdFertBase,EggsFertilized,,Defs\ThingDefs_Items\Items_Resource_AnimalProduct.xml
6,Odyssey,ludeon.rimworld.odyssey,EggMacawUnfertilized,macaw egg (unfert.),food/drug,(none),7.0,EggBirdUnfertBase,EggsUnfertilized,,Defs\ThingDefs_Items\Items_Resource_AnimalProduct.xml
6,Odyssey,ludeon.rimworld.odyssey,EggPeacockFertilized,peafowl egg (fert.),food/drug,(none),26.0,EggBirdFertBase,EggsFertilized,,Defs\ThingDefs_Items\Items_Resource_AnimalProduct.xml
6,Odyssey,ludeon.rimworld.odyssey,EggPeacockUnfertilized,peafowl egg (unfert.),food/drug,(none),7.0,EggBirdUnfertBase,EggsUnfertilized,,Defs\ThingDefs_Items\Items_Resource_AnimalProduct.xml
6,Odyssey,ludeon.rimworld.odyssey,EggVultureFertilized,vulture egg (fert.),food/drug,(none),16.0,EggBirdFertBase,EggsFertilized,,Defs\ThingDefs_Items\Items_Resource_AnimalProduct.xml
6,Odyssey,ludeon.rimworld.odyssey,EggVultureUnfertilized,vulture egg (unfert.),food/drug,(none),7.0,EggBirdUnfertBase,EggsUnfertilized,,Defs\ThingDefs_Items\Items_Resource_AnimalProduct.xml
6,Odyssey,ludeon.rimworld.odyssey,EggPenguinFertilized,penguin egg (fert.),food/drug,(none),25.0,EggBirdFertBase,EggsFertilized,,Defs\ThingDefs_Items\Items_Resource_AnimalProduct.xml
6,Odyssey,ludeon.rimworld.odyssey,EggPenguinUnfertilized,penguin egg (unfert.),food/drug,(none),7.0,EggBirdUnfertBase,EggsUnfertilized,,Defs\ThingDefs_Items\Items_Resource_AnimalProduct.xml
6,Odyssey,ludeon.rimworld.odyssey,EggSeaTurtleFertilized,sea turtle egg (fert.),food/drug,(none),20.0,EggFertBase,EggsFertilized,,Defs\ThingDefs_Items\Items_Resource_AnimalProduct.xml
6,Odyssey,ludeon.rimworld.odyssey,EggSeaTurtleUnfertilized,sea turtle egg (unfert.),food/drug,(none),9.0,EggUnfertBase,EggsUnfertilized,,Defs\ThingDefs_Items\Items_Resource_AnimalProduct.xml
6,Odyssey,ludeon.rimworld.odyssey,EggAlligatorFertilized,alligator egg (fert.),food/drug,(none),20.0,EggFertBase,EggsFertilized,,Defs\ThingDefs_Items\Items_Resource_AnimalProduct.xml
6,Odyssey,ludeon.rimworld.odyssey,EggAlligatorUnfertilized,alligator egg (unfert.),food/drug,(none),17.0,EggUnfertBase,EggsUnfertilized,,Defs\ThingDefs_Items\Items_Resource_AnimalProduct.xml
6,Odyssey,ludeon.rimworld.odyssey,WoolMastodon,mastodon wool,item,(none),2.7,WoolBase,Wools,,Defs\ThingDefs_Items\Items_Resource_AnimalProduct.xml
6,Odyssey,ludeon.rimworld.odyssey,WoolMuskox,muskox wool,item,(none),2.7,WoolBase,Wools,,Defs\ThingDefs_Items\Items_Resource_AnimalProduct.xml
6,Odyssey,ludeon.rimworld.odyssey,Fish_Salmon,salmon,food/drug,(none),6.5,FishBase,Fish,,Defs\ThingDefs_Items\Items_Resource_Fish.xml
6,Odyssey,ludeon.rimworld.odyssey,Fish_Bass,bass,food/drug,(none),6.5,FishBase,Fish,,Defs\ThingDefs_Items\Items_Resource_Fish.xml
6,Odyssey,ludeon.rimworld.odyssey,Fish_Tilapia,tilapia,food/drug,(none),6.5,FishBase,Fish,,Defs\ThingDefs_Items\Items_Resource_Fish.xml
6,Odyssey,ludeon.rimworld.odyssey,Fish_Cod,cod,food/drug,(none),6.5,FishBase,Fish,,Defs\ThingDefs_Items\Items_Resource_Fish.xml
6,Odyssey,ludeon.rimworld.odyssey,Fish_Bluefish,bluefish,food/drug,(none),6.5,FishBase,Fish,,Defs\ThingDefs_Items\Items_Resource_Fish.xml
6,Odyssey,ludeon.rimworld.odyssey,Fish_Guppy,guppy,food/drug,(none),25,FishBase,Fish,,Defs\ThingDefs_Items\Items_Resource_Fish.xml
6,Odyssey,ludeon.rimworld.odyssey,Fish_Frostfish,frostfish,food/drug,(none),34,FishBase,Fish,,Defs\ThingDefs_Items\Items_Resource_Fish.xml
6,Odyssey,ludeon.rimworld.odyssey,Fish_Catfish,catfish,food/drug,(none),26,FishBase,Fish,,Defs\ThingDefs_Items\Items_Resource_Fish.xml
6,Odyssey,ludeon.rimworld.odyssey,Fish_Piranha,piranha,food/drug,(none),40,FishBase,Fish,,Defs\ThingDefs_Items\Items_Resource_Fish.xml
6,Odyssey,ludeon.rimworld.odyssey,Fish_Dogfish,dogfish,food/drug,(none),12.5,FishBase,Fish,,Defs\ThingDefs_Items\Items_Resource_Fish.xml
6,Odyssey,ludeon.rimworld.odyssey,Fish_Marlin,marlin,food/drug,(none),28,FishBase,Fish,,Defs\ThingDefs_Items\Items_Resource_Fish.xml
6,Odyssey,ludeon.rimworld.odyssey,Fish_Tuna,tuna,food/drug,(none),32,FishBase,Fish,,Defs\ThingDefs_Items\Items_Resource_Fish.xml
6,Odyssey,ludeon.rimworld.odyssey,Fish_Flounder,flounder,food/drug,(none),22,FishBase,Fish,,Defs\ThingDefs_Items\Items_Resource_Fish.xml
6,Odyssey,ludeon.rimworld.odyssey,Fish_Toxfish,toxfish,food/drug,(none),1,FishBase,Fish,,Defs\ThingDefs_Items\Items_Resource_Fish.xml
6,Odyssey,ludeon.rimworld.odyssey,Gravcore,gravcore,item,Spacer,1250,ResourceBase,Manufactured,,Defs\ThingDefs_Items\Items_Resource_Misc.xml
6,Odyssey,ludeon.rimworld.odyssey,GravlitePanel,gravlite panel,item,Spacer,4,ResourceBase,ResourcesRaw,AdvancedGravtech,Defs\ThingDefs_Items\Items_Resource_Misc.xml
6,Odyssey,ludeon.rimworld.odyssey,ShuttleEngine,shuttle engine,item,Spacer,2500,ResourceBase,Manufactured,,Defs\ThingDefs_Items\Items_Resource_Misc.xml
6,Odyssey,ludeon.rimworld.odyssey,Obsidian,obsidian,item,(none),5,ResourceBase,ResourcesRaw,,Defs\ThingDefs_Items\Items_Resource_Stuff.xml
6,Odyssey,ludeon.rimworld.odyssey,Leather_Mastodon,mastodon leather,item,(none),3.0,LeatherBase,Leathers,,Defs\ThingDefs_Items\Items_Resource_Stuff_Leather.xml
6,Odyssey,ludeon.rimworld.odyssey,Leather_Sealskin,sealskin,item,(none),4,LeatherBase,Leathers,,Defs\ThingDefs_Items\Items_Resource_Stuff_Leather.xml
6,Odyssey,ludeon.rimworld.odyssey,Leather_AlphaThrumbo,thrumbomane,item,(none),20.0,LeatherBase,Leathers,,Defs\ThingDefs_Items\Items_Resource_Stuff_Leather.xml
6,Odyssey,ludeon.rimworld.odyssey,Leather_Mink,mink fur,item,(none),5.2,LeatherBase,Leathers,,Defs\ThingDefs_Items\Items_Resource_Stuff_Leather.xml
6,Odyssey,ludeon.rimworld.odyssey,Leather_Hippo,hippo leather,item,(none),3.7,LeatherBase,Leathers,,Defs\ThingDefs_Items\Items_Resource_Stuff_Leather.xml
6,Odyssey,ludeon.rimworld.odyssey,Leather_Armadillo,armadillo leather,item,(none),3.2,LeatherBase,Leathers,,Defs\ThingDefs_Items\Items_Resource_Stuff_Leather.xml
6,Odyssey,ludeon.rimworld.odyssey,Gun_Revolver_Unique,unique revolver,weapon,Industrial,,Gun_Revolver,WeaponsUnique,Gunsmithing,Defs\ThingDefs_Items\Weapons_Unique.xml
6,Odyssey,ludeon.rimworld.odyssey,Gun_BoltActionRifle_Unique,unique bolt-action rifle,weapon,Industrial,,Gun_BoltActionRifle,WeaponsUnique,Gunsmithing,Defs\ThingDefs_Items\Weapons_Unique.xml
6,Odyssey,ludeon.rimworld.odyssey,Gun_ChainShotgun_Unique,unique chain shotgun,weapon,Industrial,,Gun_ChainShotgun,WeaponsUnique,GasOperation,Defs\ThingDefs_Items\Weapons_Unique.xml
6,Odyssey,ludeon.rimworld.odyssey,Gun_HeavySMG_Unique,unique heavy SMG,weapon,Industrial,,Gun_HeavySMG,WeaponsUnique,GasOperation,Defs\ThingDefs_Items\Weapons_Unique.xml
6,Odyssey,ludeon.rimworld.odyssey,Gun_LMG_Unique,unique LMG,weapon,Industrial,,Gun_LMG,WeaponsUnique,GasOperation,Defs\ThingDefs_Items\Weapons_Unique.xml
6,Odyssey,ludeon.rimworld.odyssey,Gun_AssaultRifle_Unique,unique assault rifle,weapon,Industrial,,Gun_AssaultRifle,WeaponsUnique,PrecisionRifling,Defs\ThingDefs_Items\Weapons_Unique.xml
6,Odyssey,ludeon.rimworld.odyssey,Gun_SniperRifle_Unique,unique sniper rifle,weapon,Industrial,,Gun_SniperRifle,WeaponsUnique,PrecisionRifling,Defs\ThingDefs_Items\Weapons_Unique.xml
6,Odyssey,ludeon.rimworld.odyssey,Gun_Minigun_Unique,unique minigun,weapon,Industrial,,Gun_Minigun,WeaponsUnique,MultibarrelWeapons,Defs\ThingDefs_Items\Weapons_Unique.xml
6,Odyssey,ludeon.rimworld.odyssey,Bow_Great_Unique,unique greatbow,weapon,Neolithic,,Bow_Great,WeaponsUnique,Greatbow,Defs\ThingDefs_Items\Weapons_Unique.xml
6,Odyssey,ludeon.rimworld.odyssey,Gun_ChargeRifle_Unique,unique charge rifle,weapon,Spacer,,Gun_ChargeRifle,WeaponsUnique,ChargedShot,Defs\ThingDefs_Items\Weapons_Unique.xml
6,Odyssey,ludeon.rimworld.odyssey,Gun_ChargeLance_Unique,unique charge lance,weapon,Spacer,,Gun_ChargeLance,WeaponsUnique,ChargedShot,Defs\ThingDefs_Items\Weapons_Unique.xml
6,Odyssey,ludeon.rimworld.odyssey,Gun_HellcatRifle_Unique,unique hellcat rifle,weapon,(none),,Gun_HellcatRifle,WeaponsUnique,,Defs\ThingDefs_Items\Weapons_Unique.xml
6,Odyssey,ludeon.rimworld.odyssey,Gun_BeamRepeater_Unique,unique beam repeater,weapon,Spacer,,Gun_BeamRepeater,WeaponsUnique,BeamWeapons,Defs\ThingDefs_Items\Weapons_Unique.xml
6,Odyssey,ludeon.rimworld.odyssey,Apparel_VacsuitHelmet,vacsuit helmet,apparel,Spacer,,ArmorHelmetMakeableBase,ArmorHeadgear,OrbitalTech,Defs\ThingDefs_Misc\Apparel_Headgear.xml
6,Odyssey,ludeon.rimworld.odyssey,Apparel_PackHunter,hunter pack,apparel,Industrial,,ApparelNoQualityBase,ApparelUtility,HunterDrones,Defs\ThingDefs_Misc\Apparel_Packs.xml
6,Odyssey,ludeon.rimworld.odyssey,Grenade_HunterPack,hunter pack capsule,projectile,(none),,BaseGrenadeProjectile,,,Defs\ThingDefs_Misc\Apparel_Packs.xml
6,Odyssey,ludeon.rimworld.odyssey,Apparel_CerebrexNode,cerebrex node,apparel,Spacer,5000,ApparelNoQualityBase,ApparelUtility,,Defs\ThingDefs_Misc\Apparel_Packs.xml
6,Odyssey,ludeon.rimworld.odyssey,Apparel_Vacsuit,vacsuit,apparel,Spacer,,ApparelBase,ApparelArmor,OrbitalTech,Defs\ThingDefs_Misc\Apparel_Various.xml
6,Odyssey,ludeon.rimworld.odyssey,Apparel_VacsuitChildren,kid vacsuit,apparel,Spacer,,ApparelBase,ApparelArmor,OrbitalTech,Defs\ThingDefs_Misc\Apparel_Various.xml
6,Odyssey,ludeon.rimworld.odyssey,LavaRockIncoming,lava rock (incoming),parent:SkyfallerBase,(none),,SkyfallerBase,,,Defs\ThingDefs_Misc\Ethereal_Skyfallers.xml
6,Odyssey,ludeon.rimworld.odyssey,DropPodLeavingMechanoid,mechanoid drop pod (leaving),parent:DropPodLeaving,(none),,DropPodLeaving,,,Defs\ThingDefs_Misc\Ethereal_Skyfallers.xml
6,Odyssey,ludeon.rimworld.odyssey,DropPodIncomingMechanoidSoft,mechanoid drop pod (incoming),parent:DropPodIncoming,(none),,DropPodIncoming,,,Defs\ThingDefs_Misc\Ethereal_Skyfallers.xml
6,Odyssey,ludeon.rimworld.odyssey,DropPodLeavingAncient,ancient drop pod (leaving),parent:DropPodLeaving,(none),,DropPodLeaving,,,Defs\ThingDefs_Misc\Ethereal_Skyfallers.xml
6,Odyssey,ludeon.rimworld.odyssey,DropPodIncomingAncient,ancient drop pod (incoming),parent:DropPodIncoming,(none),,DropPodIncoming,,,Defs\ThingDefs_Misc\Ethereal_Skyfallers.xml
6,Odyssey,ludeon.rimworld.odyssey,PassengerShuttleIncoming,passenger shuttle (incoming),parent:ShuttleSkyfallerBase,(none),,ShuttleSkyfallerBase,,,Defs\ThingDefs_Misc\Ethereal_Skyfallers.xml
6,Odyssey,ludeon.rimworld.odyssey,PassengerShuttleLeaving,passenger shuttle (leaving),parent:ShuttleSkyfallerBase,(none),,ShuttleSkyfallerBase,,,Defs\ThingDefs_Misc\Ethereal_Skyfallers.xml
6,Odyssey,ludeon.rimworld.odyssey,OrbitalDebrisSpawner,,parent:EtherealThingBase,(none),,EtherealThingBase,,,Defs\ThingDefs_Misc\Ethereal_Skyfallers.xml
6,Odyssey,ludeon.rimworld.odyssey,LavaEmergence,,parent:EtherealThingBase,(none),,EtherealThingBase,,,Defs\ThingDefs_Misc\Ethereal_Various.xml
6,Odyssey,ludeon.rimworld.odyssey,LavaEmergenceImmediate,,parent:EtherealThingBase,(none),,EtherealThingBase,,,Defs\ThingDefs_Misc\Ethereal_Various.xml
6,Odyssey,ludeon.rimworld.odyssey,SeasonalFlood,,parent:EtherealThingBase,(none),,EtherealThingBase,,,Defs\ThingDefs_Misc\Ethereal_Various.xml
6,Odyssey,ludeon.rimworld.odyssey,TorrentialRainFlood,,parent:EtherealThingBase,(none),,EtherealThingBase,,,Defs\ThingDefs_Misc\Ethereal_Various.xml
6,Odyssey,ludeon.rimworld.odyssey,InsectAmbush,,parent:EtherealThingBase,(none),,EtherealThingBase,,,Defs\ThingDefs_Misc\Ethereal_Various.xml
6,Odyssey,ludeon.rimworld.odyssey,GravshipLandingMarker,gravship landing zone,parent:EtherealThingBase,(none),,EtherealThingBase,,,Defs\ThingDefs_Misc\Ethereal_Various.xml
6,Odyssey,ludeon.rimworld.odyssey,Filth_VolcanicAsh,volcanic ash,parent:BaseFilth,(none),,BaseFilth,,,Defs\ThingDefs_Misc\Filth_Various.xml
6,Odyssey,ludeon.rimworld.odyssey,Filth_ChemfuelStain,chemfuel stain,parent:BaseFilth,(none),,BaseFilth,,,Defs\ThingDefs_Misc\Filth_Various.xml
6,Odyssey,ludeon.rimworld.odyssey,Filth_ChippedIce,chipped ice,parent:BaseFilth,(none),,BaseFilth,,,Defs\ThingDefs_Misc\Filth_Various.xml
6,Odyssey,ludeon.rimworld.odyssey,SolidIce,solid ice,building,(none),,RockBase,,,Defs\ThingDefs_Misc\Stone_Various.xml
6,Odyssey,ludeon.rimworld.odyssey,SmoothedSolidIce,smoothed solid ice,building,(none),,SolidIceBase,,,Defs\ThingDefs_Misc\Stone_Various.xml
6,Odyssey,ludeon.rimworld.odyssey,Vacstone,vacstone,building,(none),,UglyRockBase,,,Defs\ThingDefs_Misc\Stone_Various.xml
6,Odyssey,ludeon.rimworld.odyssey,SmoothedVacstone,smoothed vacstone,building,(none),7,VacstoneBase,,,Defs\ThingDefs_Misc\Stone_Various.xml
6,Odyssey,ludeon.rimworld.odyssey,ChunkVacstone,vacstone chunk,item,(none),,ChunkRockBase,StoneChunks,,Defs\ThingDefs_Misc\Stone_Various.xml
6,Odyssey,ludeon.rimworld.odyssey,BlocksVacstone,vacstone blocks,item,(none),2,StoneBlocksBase,StoneBlocks,,Defs\ThingDefs_Misc\Stone_Various.xml
6,Odyssey,ludeon.rimworld.odyssey,Gun_BeamRepeater,beam repeater,weapon,Spacer,,BaseHumanMakeableGun,WeaponsRanged,BeamWeapons,Defs\ThingDefs_Misc\Weapons\Ranged_Spacer.xml
6,Odyssey,ludeon.rimworld.odyssey,Bullet_BeamRepeater,beam repeater laser,projectile,(none),,BaseBullet,,,Defs\ThingDefs_Misc\Weapons\Ranged_Spacer.xml
6,Odyssey,ludeon.rimworld.odyssey,Gun_Scattergun,scattergun,weapon,Spacer,1000,BaseGun,WeaponsRanged,,Defs\ThingDefs_Misc\Weapons\Ranged_Spacer.xml
6,Odyssey,ludeon.rimworld.odyssey,Bullet_Scattergun,scattergun blast,projectile,(none),,BaseBullet,,,Defs\ThingDefs_Misc\Weapons\Ranged_Spacer.xml
6,Odyssey,ludeon.rimworld.odyssey,Plant_TreeArchean,archean tree,plant,(none),,TreeBase,Plants,,Defs\ThingDefs_Plants\Plants_Special.xml
6,Odyssey,ludeon.rimworld.odyssey,ChoppedStump_Archean,chopped Archean stump,plant,(none),,StumpChoppedBase,Stumps,,Defs\ThingDefs_Plants\Plants_Special.xml
6,Odyssey,ludeon.rimworld.odyssey,SmashedStump_Archean,smashed Archean stump,plant,(none),,StumpSmashedBase,Stumps,,Defs\ThingDefs_Plants\Plants_Special.xml
6,Odyssey,ludeon.rimworld.odyssey,ArcheanSeed,archean seed,item,(none),650,ResourceBase,ItemsMisc,,Defs\ThingDefs_Plants\Plants_Special.xml
6,Odyssey,ludeon.rimworld.odyssey,Plant_Reeds,reeds,plant,(none),,WaterPlantBase,Plants,,Defs\ThingDefs_Plants\Plants_Water.xml
6,Odyssey,ludeon.rimworld.odyssey,Plant_LilyPad,lily pad,plant,(none),,WaterPlantBase,Plants,,Defs\ThingDefs_Plants\Plants_Water.xml
6,Odyssey,ludeon.rimworld.odyssey,Plant_Bulrush,bulrush,plant,(none),,WaterPlantBase,Plants,,Defs\ThingDefs_Plants\Plants_Water.xml
6,Odyssey,ludeon.rimworld.odyssey,Plant_Lotus,lotus,plant,(none),,WaterPlantBase,Plants,,Defs\ThingDefs_Plants\Plants_Water.xml
6,Odyssey,ludeon.rimworld.odyssey,Plant_Thornvine,thornvine,plant,(none),,PlantBase,Plants,,Defs\ThingDefs_Plants\Plants_Wild.xml
6,Odyssey,ludeon.rimworld.odyssey,Plant_TreeSnagroot,snagroot tree,plant,(none),,TreeBase,Plants,,Defs\ThingDefs_Plants\Plants_Wild.xml
6,Odyssey,ludeon.rimworld.odyssey,Plant_Berry_Leafless,berry bush,plant,(none),,Plant_Berry,Plants,,Defs\ThingDefs_Plants\Plants_Wild.xml
6,Odyssey,ludeon.rimworld.odyssey,Plant_Bush_Leafless,bush,plant,(none),,Plant_Bush,Plants,,Defs\ThingDefs_Plants\Plants_Wild.xml
6,Odyssey,ludeon.rimworld.odyssey,Plant_Brambles_Leafless,brambles,plant,(none),,Plant_Brambles,Plants,,Defs\ThingDefs_Plants\Plants_Wild.xml
6,Odyssey,ludeon.rimworld.odyssey,Plant_MagmaCactus,magma cactus,plant,(none),,PlantBase,Plants,,Defs\ThingDefs_Plants\Plants_Wild.xml
6,Odyssey,ludeon.rimworld.odyssey,Plant_Nightgrass,night grass,plant,(none),,PlantBase,Plants,,Defs\ThingDefs_Plants\Plants_Wild.xml
6,Odyssey,ludeon.rimworld.odyssey,Boomshroom,boomshroom,plant,(none),,PlantBaseNonEdible,Plants,,Defs\ThingDefs_Plants\Plants_Wild.xml
6,Odyssey,ludeon.rimworld.odyssey,Plant_Psilocap,psilocap,plant,(none),,GlowforestPlantBase,Plants,,Defs\ThingDefs_Plants\Plants_Wild.xml
6,Odyssey,ludeon.rimworld.odyssey,Plant_Willowgill,willowgill,plant,(none),,GlowforestPlantBase,Plants,,Defs\ThingDefs_Plants\Plants_Wild.xml
6,Odyssey,ludeon.rimworld.odyssey,Plant_NightRafflesia,night rafflesia,plant,(none),,BushBase,Plants,,Defs\ThingDefs_Plants\Plants_Wild.xml
6,Odyssey,ludeon.rimworld.odyssey,Plant_YellowGrass,yellow grass,plant,(none),,PlantBase,Plants,,Defs\ThingDefs_Plants\Plants_Wild.xml
6,Odyssey,ludeon.rimworld.odyssey,Plant_YellowTallGrass,tall yellow grass,plant,(none),,PlantBase,Plants,,Defs\ThingDefs_Plants\Plants_Wild.xml
6,Odyssey,ludeon.rimworld.odyssey,Plant_Fireweed,fireweed,plant,(none),,PlantBase,Plants,,Defs\ThingDefs_Plants\Plants_Wild.xml
6,Odyssey,ludeon.rimworld.odyssey,Plant_Cotton_Wild,wild cotton plant,plant,(none),,PlantCotton,Plants,,Defs\ThingDefs_Plants\Plants_WildCrops.xml
6,Odyssey,ludeon.rimworld.odyssey,Plant_Psychoid_Wild,wild psychoid plant,plant,(none),,PlantPsychoid,Plants,,Defs\ThingDefs_Plants\Plants_WildCrops.xml
6,Odyssey,ludeon.rimworld.odyssey,Plant_Smokeleaf_Wild,wild smokeleaf plant,plant,(none),,PlantSmokeleaf,Plants,,Defs\ThingDefs_Plants\Plants_WildCrops.xml
6,Odyssey,ludeon.rimworld.odyssey,Plant_Tinctoria_Wild,wild tinctoria,plant,(none),,PlantTinctoria,Plants,,Defs\ThingDefs_Plants\Plants_WildCrops.xml
6,Odyssey,ludeon.rimworld.odyssey,Plant_Strawberry_Wild,wild strawberry plant,plant,(none),,PlantStrawberry,Plants,,Defs\ThingDefs_Plants\Plants_WildCrops.xml
6,Odyssey,ludeon.rimworld.odyssey,Plant_Fibercorn_Wild,wild fibercorn,plant,(none),,PlantFibercorn,Plants,,Defs\ThingDefs_Plants\Plants_WildCrops.xml
6,Odyssey,ludeon.rimworld.odyssey,Plant_TreeCocoa_Wild,wild cocoa tree,plant,(none),,Plant_TreeCocoa,Plants,,Defs\ThingDefs_Plants\Plants_WildCrops.xml
6,Odyssey,ludeon.rimworld.odyssey,BogHound,bog hound,pawn,(none),220,AnimalThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal.xml
6,Odyssey,ludeon.rimworld.odyssey,MonitorLizard,monitor lizard,pawn,(none),175,AnimalThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal.xml
6,Odyssey,ludeon.rimworld.odyssey,PrairieDog,prairie dog,pawn,(none),30,AnimalThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal.xml
6,Odyssey,ludeon.rimworld.odyssey,Porcupine,porcupine,pawn,(none),35,AnimalThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal.xml
6,Odyssey,ludeon.rimworld.odyssey,Mastodon,mastodon,pawn,(none),740,AnimalThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal.xml
6,Odyssey,ludeon.rimworld.odyssey,Cat_Scimitar,scimitar cat,pawn,(none),500,BigCatThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal.xml
6,Odyssey,ludeon.rimworld.odyssey,Wolverine,wolverine,pawn,(none),150,AnimalThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal.xml
6,Odyssey,ludeon.rimworld.odyssey,Wolf_Great,greatwolf,pawn,(none),500,ThingBaseWolf,Animals,,Defs\ThingDefs_Races\Races_Animal.xml
6,Odyssey,ludeon.rimworld.odyssey,Moose,moose,pawn,(none),375,AnimalThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal.xml
6,Odyssey,ludeon.rimworld.odyssey,AlphaThrumbo,alpha thrumbo,pawn,(none),7000,AnimalThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal.xml
6,Odyssey,ludeon.rimworld.odyssey,Muskox,muskox,pawn,(none),370,AnimalThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal.xml
6,Odyssey,ludeon.rimworld.odyssey,Tiger,tiger,pawn,(none),450,BigCatThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal.xml
6,Odyssey,ludeon.rimworld.odyssey,Mink,mink,pawn,(none),160,AnimalThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal.xml
6,Odyssey,ludeon.rimworld.odyssey,Gorilla,gorilla,pawn,(none),600,AnimalThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal.xml
6,Odyssey,ludeon.rimworld.odyssey,Badger,badger,pawn,(none),100,AnimalThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal.xml
6,Odyssey,ludeon.rimworld.odyssey,Panda,panda,pawn,(none),400,AnimalThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal.xml
6,Odyssey,ludeon.rimworld.odyssey,Hippo,hippo,pawn,(none),600,AnimalThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal.xml
6,Odyssey,ludeon.rimworld.odyssey,Megavole,megavole,pawn,(none),250,AnimalThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal.xml
6,Odyssey,ludeon.rimworld.odyssey,Armadillo,armadillo,pawn,(none),100,AnimalThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal.xml
6,Odyssey,ludeon.rimworld.odyssey,Alligator,alligator,pawn,(none),350,AnimalThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal.xml
6,Odyssey,ludeon.rimworld.odyssey,Bullfrog,bullfrog,pawn,(none),60,AnimalThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal.xml
6,Odyssey,ludeon.rimworld.odyssey,ColossusToad,colossus toad,pawn,(none),220,AnimalThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal.xml
6,Odyssey,ludeon.rimworld.odyssey,LavaSnail,lava snail,pawn,(none),180,AnimalThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal.xml
6,Odyssey,ludeon.rimworld.odyssey,Sparrow,sparrow,pawn,(none),30,SmallBirdThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal_Birds.xml
6,Odyssey,ludeon.rimworld.odyssey,Crow,crow,pawn,(none),30,SmallBirdThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal_Birds.xml
6,Odyssey,ludeon.rimworld.odyssey,Bluebird,bluebird,pawn,(none),30,SmallBirdThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal_Birds.xml
6,Odyssey,ludeon.rimworld.odyssey,Quail,quail,pawn,(none),30,SmallBirdThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal_Birds.xml
6,Odyssey,ludeon.rimworld.odyssey,Macaw,macaw,pawn,(none),90,SmallBirdThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal_Birds.xml
6,Odyssey,ludeon.rimworld.odyssey,Flamingo,flamingo,pawn,(none),120,WaterBirdThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal_Birds.xml
6,Odyssey,ludeon.rimworld.odyssey,Heron,heron,pawn,(none),120,WaterBirdThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal_Birds.xml
6,Odyssey,ludeon.rimworld.odyssey,Swan,swan,pawn,(none),200,WaterBirdThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal_Birds.xml
6,Odyssey,ludeon.rimworld.odyssey,Peacock,peafowl,pawn,(none),180,MiscBirdBase,Animals,,Defs\ThingDefs_Races\Races_Animal_Birds.xml
6,Odyssey,ludeon.rimworld.odyssey,Vulture,vulture,pawn,(none),120,MiscBirdBase,Animals,,Defs\ThingDefs_Races\Races_Animal_Birds.xml
6,Odyssey,ludeon.rimworld.odyssey,Penguin,penguin,pawn,(none),150,BigBirdThingBase,Animals,,Defs\ThingDefs_Races\Races_Animal_Birds.xml
